asin,description,title,price
104,"About Maxboost Electron Mini:Feel the power of the Electron Mini, Maxboost's ultra-portable universal battery pack. Equipped with an easy to read digital display, the Electron Mini can accurately display current power levels to within 1%. The Electron Mini's powerful 5200mAh internal battery has the ability to charge all your favorite mobile devices including tablets, smartphones, and MP3's. Enjoy portable power like never before!Popular Compatible Models:Apple:iPhone 5S/5C/5, 4S/4/3GS/3G, iPad Air mini 1 2 retina, iPad 1/2/3/4(Original Apple Cable Required but not included)HTC:One M7/M4 Mini X and MoreSamsung:Galaxy S5/S4/S4 mini/S3/S3 mini/Note 3/Note 2 and MoreMotorola:Moto X / Droid Maxx Razr, Bionic / Atrix 2 4GLG/Google:Nexus 4/5/7/10 Optimus G1/G2Nokia:Lumia 920 900/ N8 / N9Others:Blackberry Torch Curve 9900 9360 / Sony Ericsson Xperia Arc S, X10 / PS Vita / MP3 MP4/ GoProNote: It will not work with ASUS TabletsSpecs:-Add 200-300% to smartphones, 150-200% to large screen phones, 40-50% to tablets-Input: 5V / 1A-Output: 5V/2.1A Smart-Port-Size: 4.0 x 1.7 x 0.8 inch; Weight: 4.3 ounce-Recharge time: 5-6h via 1A USB wall charger (No AC charger is included, but product works with any USB wall charger. Note that significantly longer recharging time is expected if adapter output less than 1A)-Bonus Accessories: MicroUSB cable for recharging battery pack and charging external devices.","Maxboost Electron Mini 5600mAh 2.1A Premium USB Portable External Battery Pack for Samsung Galaxy S5 Prime;iPhone 5S 5C 5 4S 4 6 Air;iPad Air 5 4 Retina 3 2 1,iPad mini retina 1 2;Amazon Fire Phone;Google Nexus 5 4 7 8 FHD;Samsung Z,Galaxy Note 4 3,Galaxy S5 S4 S3, S4 Active,Tab 4 3 7.0 8.0 10.1 S 8.4 10.5;All New HTC One M8/ACE,Mini 2,M7,M4;LG Optimus G3,G2,G Flex,G Pro 2,G2 Mini;G Pad;Nokia Lumia;Motorola Moto E X;Sony Xperia Z2(a.k.a Extended Power Bank case Backup Charger/Car Charger/Cable)",29.99
105,"Meet the uNu AX Car ChargerThe uNu AX Car Charger is a heavy-duty, ultra-portable, universal power adapter which allows almost any mobile device to be charged quickly. The AX charger is extraordinarily strong and features a durable aluminum framing and stainless steel charging contacts. This triple-USB car adapter features a massive 5.1A total output (2.1A, 2.0A, 1.0A) which is enough power to charge the iPad, iPhone, or most any other device quickly and safely. The 2.1A output also provides fast charging for the iPad and most other tablets. The 2.0A output provides fast-charging for most other tablets, while the 1.0A output is made to charge almost any smartphone. With this powerful Tri-ports uNu AX car charger, it will definitely meet your power-hungry gadgets need.Three Ports All-In-One AdapterGet ready to say goodbye to carrying multiple adapters &amp; outlets for any type of USB-powered device. Welcome to 3-in-one car charger convenience era. With 3 ports, you can plug everything in at once.Powerful Yet More SaferUNU sophisticated circuit design to prevent over-voltage, over-current, over-heating, over-charging and short circuit, ensuring your device receive the full reliable power.Popular Compatible ModelsApple: iPhone 5S, 5, 4S, 4; iPads (Up to 4th generation);iPods touch (Up to 5th generation); iPod nano (Up to 7th generation)@ 1 to 2.1 A Max.Android Phones: Samsung Galaxy S5, S4, S3, S2, Galaxy Note 3, 2 / All New HTC One M8, 2, M7, M4, X, V, S / Nexus 5, 7, 10 / LG G Flex, G2, G2 Mini, G Pro 2/ Motorola X, Droid Razr, Maxx@ 2.0 A.","UNU AX Tri-USB Port Car Charger-[Black / Gold] 5.1 A/25.5 W Portable External Travel Charger Car Charger Extended Battery Pack Charger for Samsung Z,Galaxy S5,Prime,S5 Active,S4,S3,Note 4 3, 2;Tab 4 3 2 7.0 8.0 10.1 S 8.4 10.5;Amazon Fire Phone;The All New HTC One M8,Ace,Mini 2,M7;Apple iPhone 6 5S 5 5C 4S 4,iPad Air 5 4 3 2 1,iPad Mini/Retina,iPod Touch;Google Nexus 5 4 7 8 FHD 2;LG Optimus G3,G2,G Pro 2,G Flex,G Pad;Sony Xperia Z2;Other Android Smartphone/Tablets Case Cable USB Power Devices",19.95
106,"CompatibilityAYL's Lightning to USB A Charging/Sync Cable Charges the iPod,
iPhone, or iPad with Lightning connectorand syncs with your computer through any available USB port.It is designed to be used with following:1. iPhone 52. iPad (4th generation)3. iPad mini4. iPod touch (5th generation)5. iPod nano (7th generation)Most Popular Length, Just rightThe longer 6 Feet/1.8 meter length lets you easily reach
a USBport on the front or back of most computers or wall adapters.Easily carry this light weight cable where ever you go!Apple Certification (MFI)AYL's lightning cable is Apple's MFI certified soyou get best quality genuine cable.&nbsp; It's an Official Licensed
Product.AYL's Apple Certified Lightning Cable uses Original Apple
Lightning Connectorand Authentication Chip from Apple!Why Buy Certified? You can rest be assuredthat it will not break with Apple's frequent firmware updates unlikenon-licensed cables.  Non-licensed cables will not work anymore after an Apple update!WarrantyYou will get AYL's standard 1 Year Replacement Warrantywith this cable.","[Apple MFI Certified] AYL&reg; 8-Pin Lightning to USB Cable (6 Feet/ 1.8 Meter) &#9733; Made For iPhone 5S / 5C / 5 / iPad Air / iPad Mini &#9733; iPad 4th generation, iPod 5th generation and iPod nano 7th generation &#9733; OFFICIAL LICENSED PRODUCT &#9733;",16.99
107,"Bluetooth ConnectivityTo use the keyboard with your iPhone 5 simply switch it on, pair it with your Phone and it will connect via Bluetooth.Stylish Cover CaseMagnetic and detachable design which makes it easily become two pieces or one case as you like, no damage to your phone's fashionable appearance.Durable and ToughUltra-thin minimalist in style, Eco-friendly materials and durable case give your iPhone 5 a full range of perfect protection. Enjoy effortless typing everywhere.Smart Indicator LEDBlue LED will light up when system in connection pair status; The red LED indicates it's charging, the Blue LED blinks indicate that the battery power is low.Package List:Bluetooth Keyboard & Cover x1, USB Charging Cable x1, User Manual x1.Note:Do NOT Fit iPhone 5C.About OXA.At OXA ""More Juice - More Life"" is not just a slogan. It is our commitment to you that we will deliver High Quality Products and Support for those Products to our customers before and after the sale.",OXA Bluetooth Wireless Keyboard with Ultra-thin Magnetic Detachable Protective Case for iPhone 5 &amp; 5S - Black,20.99
108,"This is the Zeetron Ultra Compact Keychain USB Cable (30 pin to USB).This nifty little usb cable is made to act as a keychain and be used on the go. If you ever need and emergency boost or charge simply plug it into any USB device. Whether it's a car USB or notebook you won't ever have to carry around a USB cable again. This particular model is for older Apple products such as the iPhone 3g 3gs 4 4s, ipad 1,2,3, older iPods. For newer Apple products or Micro devices please select a different charger above.Features :&#x2022;Ultra Small&#x2022;Super lightweight&#x2022;Always with you on the go&#x2022;Use it to charge and or to sync your device.&#x2022;Metal key ring not included.1 Year Limited Warranty:Zeetron products are covered under a one year limited warranty","Zeetron Ultra Compact Emergency Keychain Usb Cable - Black 30 Pin to USB (For Iphone 3g, 3gs, 4, 4s Ipad 1,2,3, Ipod)",6.99
109,"A portable speaker lets you enjoy your favorite music both visual and auditory perception. Two colors are available, namely IceDiamond+ and BlackDiamond+Auditory PerceptionImprovement we have made comparing to the previous version, Black Diamond 3, includes adding speaker protection caps and premium 2.1 Left/Right/Woofer tube speaker system. This Bluetooth speaker is made of Neodymium materials, a well-known material for providing better sound that makes high and mid pitches crystal clear. Patented ""side speakers"" provide better stereo effects comparing to other brands while design allows sounds reflects from side walls.Visually Perception.16,000,000 delicate colors are available to choose, including Hues, Brightness and Saturation. World unique ""Plating mold"" diamond cut, makes its reflection as shining as real diamond. Patented ""Music you can see"" LED lighting technology, lights synchronize to music. 3 Music sync lighting patterns to choose from, one for soft music, two for rock music, to fit different music moods.","Yantouch IceDiamond+ PLUS (ID+) Portable Wireless Bluetooth Speaker with 10 Hour Battery, Powerful Sound with Ehanced Base, Wireless Remote Control (2014 Latest Improved Version)",99.99
110,"2 in 1 hippo charger:This USB 2 in 1 cable is a convenient, on-the-go multi- purpose unit. It is a small and compact keychain, so it will not take up much space in a bag, or weigh much on the keys. One end contains the USB, whilst the opposing end has both, a Lightning USB for iPhone 5S, 5, and iPod devices, and a micro USB for Samsung, Nokia, HTC, Blackberry, and LG devices. It is a must-have for anyone who uses their electronic devices excessively, and is on the constant move. It comes in a cute rubber Hippo design, with multiple colors to choose from.Compatible with:Newer Apple products such as iPhone 5,5C,5S, iPad Air, Mini, 4th gen, iPod touch 5th gen. Micro products such as Samsung S,S2,S3,S4,S5, Note 1,2,3, HTC, Blackberry, LG, Motorola, and all other micro products.1 Year Limited Warranty:Zeetron products are covered under a one year limited warranty","Zeetron Cute Hippo Rubber Compact Usb 2 in 1 Usb Cable (Usb to Lightning for Iphone 5s 5 Ipod) (Usb to Micro for Samsung, Htc, Nokia, Blackberry, Lg) (Green)",9.99
111,"Tayogo Competitive Advantages:1.upgrade version with longer battery life.2.improved sound system3.more Exquisite workmanshipWhat's in the box?* The Tayogo Magic Cube Speaker that weighs in at 13 and 5/8 ounces. It is available in black, brown , white and gold colors.* An auxiliary input cable that is 23 inches long.* A charging cable that is 29 inches long.* A brief instruction manualSpecifications:Battery Voltage: 3.7 VCharging Voltage: 5 VBattery Charge Time: ~1.5 hBluetooth Working Distance: 30 ftPlaytime: ~4-6 h, depending on the volumeWarranty:Be sure you receive original Tayogo product with logo both on the package and device. Any problems just contact us through Amazon message, we always ensure customers 100% Satisfaction.Frequent Questions:1.how good of quality of sound is it?It is no Bose quality sound, but it is quite bassy and not tinny sounding! I enjoy using it because it sounds quite good! Easy to use, the phone conversation quality is real good!2.Why does the device continually emit beep noises?This happens whenever the battery power is low, you can expect the beeping to disappear after the speaker is fully charged.","Tayogo Magic Cube Rechargeable Portable Bluetooth Wireless Speaker with 3.5mm Audio Port for Iphones, Ipads, Android Cell Phones, Touch Screen Tablets, Macbooks, Laptop Computers, Mp3 Players &amp; Portable Cd/dvd Players (Gold)",24.99
112,"4 USB PortsTruly charge all your devices at fastest possible speed for tablets, phones, power banks and other USB devices. 5V / 5A total output.SmartIC&#8482;SmartIC&#8482; Technology is the latest charging solution it has its own microchip that detects the device plugged into through USB PIN signals, which gives output at full power and full charging speed.**We strongly recommend using your original cable(such as MFI Certified) to get full speed charging**CompatibilityCompatible with All iPhones, Androids, tablets, and any other USB-Charging devices.SafetyWe understand how much you love your gadgets, so bolse ensure the safety is our number one priority. Each port has Over-voltage, over-current, short-circuit protection design.BolseAt Bolse, we're fascinated by gadgets and have been customers ourselves long enough to know the difference between what's merely good and what's really great. No matter how quickly technology changes, Bolse can help you stay ahead of the pack.NOTE:This USB charger supports a current of 25W/5A, so in some cases, the charger may not be able to support charging of all devices. (For example, an iPad Air draws a 2.4A current, so charging 4 iPad Airs will exceed the maximum current of the device.) The charger's LED light with blink if the maximum current is exceeded by the charging devices; please unplug the devices if the charger light is blinking.One-Year Limited Warranty","Bolse&reg; 25W (5V/5A) 4-Port USB Wall/Desktop charger With SmartIC&trade; Technology for iPhone 5, 5C, 5S, 4S, 4; iPad Air, mini, retina mini; iPad 4, 3, 2; Samsung Galaxy S5, S4, S3; Galaxy Note 3, 2; LG G2, HTC one (M8), Bluetooth Speakers, and Android Devices With 5FT/1.5M Power Cord-Black",18.99
113,"Apple Certified TopG Smart Mini XS 5 Car Charger:1. Automatic stops charging when there is danger of overcharging or lower/over voltage.2. Charges three of your tablets and mobile phones simultaneously, at full speed!3. Made from fire proof materials for your safety.4. Vibration reliability for durable and the secure transfer of continuous power to your device from the cigarette lighter plug.5. No affect to Radio, Bluetooth or Wi-Fi!.Introduction:The TopG XS 5 Car Charger is a heavy-duty, ultra-portable, universal power adapter which allows almost any mobile device to be charged quickly. The XS 5 Car charger is extraordinarily strong and features a durable aluminum framing and stainless steel charging contacts. This triple-USB car adapter features a massive 5.1A total output (2.1A, 2.0A, 1.0A) which is enough power to charge the iPad, iPhone, or most any other device quickly and safely.Specification:Input: DC 12-24VOutput: 25.5W, DC 5V, 5.1A (2.1A, 2.0A & 1.0A USB Port)Compact Size: 2.5"" x 1.4"" x 1""High-Speed charging with voltage and overcharge protection.Can it charge my devices?Apple: iPhone 5S, 5, 4S, 4; iPads (Up to 4th generation);iPods touch (Up to 5th generation); iPod nano (Up to 7th generation)@ optimal recommend 1.0A and 2.1A Port.Android: Most Android Tablets, Samsung Galaxy S5, S4, S3, S2, Galaxy Note 3, 2 / HTC One Plus, 2, M7, M4, X, V, S / Nexus 5, 7, 10 / Motorola X, Droid Razr, Maxx @ 2.0A.","TopG Apple Certified - Lifetime Warranty - 5.1A / 25.5W Tri-USB Port Car Charger -Portable Travel Charger Rapid Car Charger For Samsung Galaxy S5;The All New HTC One M8 M7 M4, Mini 2; iPhone 5S 5 5C 4S 6, iPad Air 4 3 2, iPad Mini 1 2 Retina, iPad touch, iPod Nano; Samsung Galaxy S4, S3, S2, Note 4 3, 2, Tab S 4, 3, 2 7.0 8.0 10.1;LG Optimus G3 G2, Flex,G2 Mini,G Pro 2,G Pad 7.0 8.0 8.3 10.1; Google Nexus 5 4 7 8 FHD 2;Other Android Smartphone/Tablets (Black+Red)",14.99
114,"Aboute LifeCHARGE
Centrally located in Dallas, Texas, LifeCHARGE is devoted to making today's high-tech Life better by keeping all of the latest mobile computing devices CHARGED. At LifeCHARGE, you'll find a cutting-edge line of accessories for all the most current and must-have smartphones and tablets, include iPhone, iPad and Samsung Galaxy. Our mission is simple: to give our customers the power and add-ons they need to always stay connected. 

Although our products are conceived, first and foremost, to keep iPhone, smartphone and tablet users always powered up, we're not satisfied with merely providing tried-and-true functionality. We also demand of ourselves that the items we sell look as good as they work. We think our customers will enjoy our sleek, streamlined designs almost as much as they enjoy our products' juice-providing reliability. The most innovative mobile accessories for your smartphone and tablet that embrace all the latest technology and keep you at the top of the mobile communication game-that's what LifeCHARGE is all about.

Popular Compatible Models:
Apple: iPhone 5S, 5C, 5 / iPhone 4S, 4, 3GS / iPad Air / iPad Mini / iPod (Apple cable required)
Samsung: Galaxy S5 S4 S3 S2 / Galaxy Note 3 Note 2 / Galaxy Nexus / Focus S / Infuse
HTC: One, One max, M8 One mini / Desire series / Butterfly series
Motorola: Moto X / Moto G / Droid series
LG: Nexus 5, 4, G2, Optimus 4X, 2X, V, S, T, 3D, 7
Nokia: Lumia 1020 920 900 710 800 / N8 / N9
Others: Most of Android Phones / Tablets / Google Glass / Blackberry / Sony Xperia Z1 / PSP / Nook Color / GoPro

JuicyPACK Spec's:
- Performance for iPhones: 400%-500% battery life
- Input: 5V/1A
- Output 1: 5V/1A, Output 2: 5V/2.1A  ( Total output- 2.1A)
- Compact Size: 102 x 22 x 76mm; Weight: 222g
- 365 Days Warranty","Lifecharge Juicypack 10400 Mah Portable Charger Dual USB External Battery Power Pack for Iphone 5s, 5c, 4, 4s, Ipad Air, Galaxy S5, S4,s3, Note 3, Note 2,nexus 4, HTC One, One 2 (M8), Motorola Droid, Moto X, Smartpohnes, Tablets, Samsung Phones, Lg Phones, Go Pro and Other Usb-charged Devices ( Note- Apple Cables Are Not Included) - 365 Days Lifecharge Warranty (Blue)",59.95
115,"About LifeCHARGE
Centrally located in Dallas, Texas, LifeCHARGE is devoted to making today's high-tech Life better by keeping all of the latest mobile computing devices CHARGED. At LifeCHARGE, you'll find a cutting-edge line of accessories for all the most current and must-have smartphones and tablets, include iPhone, iPad and Samsung Galaxy. Our mission is simple: to give our customers the power and add-ons they need to always stay connected. 


Popular Compatible Models:
Apple: iPhone 5S, 5C, 5 / iPhone 4S, 4, 3GS (Apple cable required)
Samsung: Galaxy S5 S4 S3 S2 / Galaxy Note 3 Note 2 / Galaxy Nexus / Focus S / Infuse
HTC: One, One max, M8 One mini / Desire series / Butterfly series
Motorola: Moto X / Moto G / Droid series
LG: Nexus 5, 4, G2, Optimus 4X, 2X, V, S, T, 3D, 7
Nokia: Lumia 1020 920 900 710 800 / N8 / N9
Others: Most of Android Phones","Lifecharge Juicypack 2600 Mah Portable Charger USB External Battery Power Pack for Iphone 5s, 5c, 4, 4s, Galaxy S5, S4,s3, Note 2,nexus 4, HTC One, One 2 (M8), Motorola Droid, Moto X, Smartpohnes, Samsung Phones, Lg Phones and Other Usb-charged Devices (Note- Apple Cables Not Included) - 365 Days Lifecharge Warranty (Blue)",0.0
