,asin,description,title,price
52,52,,"Popchips, Original, 3-Ounce Bags (Pack of 12)",31.7
53,53,"Nescafe taster's choice instant coffee, regular, 0.49-ounce single sticks, 7-count boxes (pack of 24) contains the rich, savory flavor of Original 100% Pure Coffee is available in convenient single-serve packets. Take the delicious taste of nescaf taster's choice wherever you go.","Nescafe Taster's Choice Instant Coffee, Regular, 0.49-Ounce Single Sticks, 7-Count Boxes (Pack of 24)",0.0
54,54,"Sufficient energy intake is key to athletic success. A high carbohydrate diet ensures that muscles and liver are full of glycogen and ready to fuel activity.Gatorade Carbohydrate Energy Formula provides an easy and convenient way to consume carbohydrates before exercise:The 79 grams of carbohydrates provides an easily digested, quick energy source for contracting muscles and can help top-off glycogen storesThe vitamin and mineral content is a blend of important cofactors for muscle carbohydrate metabolismWhen to Consume:Gatorade Carbohydrate Energy Formula should be consumed one to two hours prior to training or competition to ensure carbohydrate stores are topped off for optimal performance.Frequently Asked QuestionsQ: When should I use Gatorade Carbohydrate Energy Formula?A: Carbohydrate is the primary fuel for muscle during competition and training, and depletion of body carbohydrate predisposes athletes to acute and chronic fatigue. Drink one bottle of Gatorade Carbohydrate Energy Formula one to two hours prior to a training session or competition to ensure muscle and liver glycogen stores are topped off.Q: Is the Gatorade Carbohydrate Energy Formula similar to so-called ""energy drinks""?A: Even though Gatorade Carbohydrate Energy Formula has the carbohydrate sources necessary to fuel working muscles, it should not be confused with energy drinks that use caffeine. Those drinks provide a combination of perceived energy or ""buzz"" from caffeine along with carbohydrates. Many of these energy drinks also contain ingredients such as guarana, ginseng, and taurine, or herbs that have unproven performance benefit for athletes.In addition to 79 grams of carbohydrates, the Gatorade Carbohydrate Energy contains an array of vitamins and minerals, which is a blend of important co-factors for muscle carbohydrate metabolism.Q: Why doesn't Gatorade Carbohydrate Energy Formula contain caffeine?A: Caffeine provides athletes with perceived energy but not calories for real energy. Gatorade Carbohydrate Energy Formula instead uses carbohydrate energy to fuel activity.","Gatorade Performance Series Carbohydrate Energy Formula, Wild Berry, 12-Ounce Bottles (Pack of 24)",0.0
55,55,,"Nescafe Taster's Choice Instant Coffee, Decaffeinated, .059-Ounce Single Sticks, 80-Count Boxes (Pack of 2)",0.0
56,56,"SodaStream soda mixes let you add new flavors to your repertoire for parties, dinners and other gatherings. When used as directed, these economy-sized syrup bottles make 12 liters of soda (about 33 cans). Be able to create your favorite flavor of fresh, fizzy soda in minutes from our large collection of regular and diet sodas, as well as energy drinks, teas, natural cane sugar flavors and even your favorite brands of soft drinks. For longest shelf life, please keep tightly closed and keep in a cool, dry place.","SodaStream Diet Ginger Ale Syrup, 500mL",4.49
57,57,"Amazing Grass Green SuperFood certified organic veggie capsules has 30 servings per bottle. Serving size: 5 capsules, 650 mg each. Recommend 1-3 servings daily. For those who want all the benefits of our Green SuperFood, but prefer to have an easy to swallow capsule. Our organic veggie capsules are convenient and break down fast so nutrients are absorbed quickly into your bloodstream. One serving gives you the antioxidant equivalent of 7 servings of fruits and vegetables and helps you hit your daily quota. A full spectrum of alkalizing green superfoods, antioxidant rich fruits, and support herbs unite with Acai and Maca to provide a powerful dose of whole food nutrition. Complete with pre & pro biotics and digestive enzymes to ensure rapid nutrient absorption and healthy digestion.","Amazing Grass Green Super Food ,  650 mg, 150 Vegetarian Capsules",18.4
58,58,"Start your morning right by brewing a fresh cup of new YUBAN breakfast blend coffee. It&#x2019;s smooth and satisfying with a rich, full-bodied taste, and its blend includes beans sourced from Rainforest Alliance&#x2122; certified farms, where farmers improve their skills and environmental practices enabling them to grow and sell better beans, receive better wages, and build stronger communities.","Yuban Breakfast Blend Ground Coffee, 12-Ounce Bags (Pack of 6)",0.0
59,59,"NEW South Beach Living Dark Chocolate Covered Soynuts are a smart and indulgent alternative to candy. These crunchy soy nuts are smothered in rich dark chocolate with 3 grams of protein in each 100 calorie pouch, so you'll not only feel good about what you're eating, you'll feel satisfied, too. New South Beach Living Snack Pack Delights  Dark Chocolate Covered Soynuts -- Indulgent treats for the way you eat today.","South Beach Living Snack Pack Delights Dark Chocolate Covered Soynuts, 7-Count Box",0.0
60,60,"NEW South Beach Living Dark Chocolate Covered Soynuts are a smart and indulgent alternative to candy. These crunchy soy nuts are smothered in rich dark chocolate with 3 grams of protein in each 100 calorie pouch, so you'll not only feel good about what you're eating, you'll feel satisfied, too. New South Beach Living Snack Pack Delights  Dark Chocolate Covered Soynuts -- Indulgent treats for the way you eat today.","South Beach Living Snack Pack Delights Dark Chocolate Covered Soynuts, 7-Pack Boxes (Pack of 4)",0.0
61,61,"Private email, market withdrawal","mix 1 Protein &amp; Antioxidant Drink, Mix Berry, 11-Ounce Bottles (Pack of 12)",0.0
62,62,"Private email, market withdrawal","mix 1 Protein &amp; Antioxidant Drink, Mango, 11-Ounce Bottles (Pack of 12)",0.0
63,63,"Tomato sauce can be fantastic or flavorless, divine or dreary, and is often revered as a skill to master. Restaurant-style sauces are much more appealing to the senses, but often difficult to replicate at home for special occasions and a near impossibility for everyday dining. With an appealing innovation that will excite sauce lovers, the new Bertolli Premium Pasta Sauce in a pouch delivers three tempting recipes in a convenient microwavable pouch for two that cooks in only 90 seconds.""Bertolli Premium Pasta sauce in a pouch are excellent option for the home chef, because they offer convenience without sacrificing quality,"" according to famed celebrity chef Rocco DiSpirito. ""My passion for empowering the home chef has allowed me to appreciate and rely on short cut foods such as Bertolli's new sauce pouch, to help encourage people to be enjoy cooking at home with creative and fresh ingredients to add quality of any dish you prepare.""Bertolli Premium pasta sauces in a pouch are restaurant inspired sauces. Each sauce features ""hero"" ingredients (like succulent olives, earthy mushrooms, and plump plum tomatoes) in a thick base of crushed tomatoes. They are then finished off with sauteed onions and garlic; and 100% Bertolli Olive Oil, aimed to inspire discerning palates. Bertolli Premium pasta sauce contains flavorful crushed tomatoes rather than the tomato paste typically found in jarred sauce. These sauces use the natural sweetness of carrot juice so they contain no added sugar or artificial sweeteners. They meet the FDA requirements for being low in saturated fat, as they have one gram or less of saturated fat per serving. Each Bertolli Premium pasta sauce celebrates succulent and delicious ingredients; just like an Italian Chef's sauce would.Surprisingly, Bertolli brings these sauces to consumers through innovations in design as well as taste: the sauces come in a convenient microwavable, fresh-taste-protection pouch. They are quick and easy to prepare, ready in 90 seconds, allowing more time to savor and enjoy a dinner for two. Available in three delicious varieties: Champignon and Portobello Mushroom--a complimentary combination of earthy champignons and tender portobellos; Sun Ripened Tomato and Olive--a celebration of ripe and plentiful black olives; and Summer Crushed Tomato and Basil--a dedication to ripe plum tomatoes, basking in the summer sun and harvested at the peak of freshness.","Bertolli Premium Pasta Sauce, Summer Crushed Tomato &amp; Basil, 13.5-Ounce Pouches (Pack of 6)",0.0
64,64,"Juggling a crazy schedule between soccer practices and PTA meetings? Forget to thaw out the chicken before you left for work? With Ragu Fresh & Simple pouches, having a hot, nutritious meal on the table for the family is faster than saying ""Drive-Thru.""Introducing the next evolution of pasta sauce, Ragu Fresh & Simple--pasta sauce packaged in a 90-second microwavable pouch, leaving no messy pots to clean or half-empty jars in the fridge. With new Ragu Fresh & Simple pouches, quick, wholesome weeknight meals are as easy as ""clip it, pop it, pour it""--simply clip the corner of the pouch to vent, pop it in the microwave, pour the sauce directly onto the pasta, and toss out the empty package.Like Ragu traditional sauces, Ragu Fresh & Simple pouch products are all-natural with no artificial additives or preservatives. Plus kids still get a full serving of veggies in every 1/2-cup of sauce without any added sugar. Ragu Fresh & Simple pouch products are also good a good source of fiber and vitamins A, C, and E, and have no cholesterol, trans fat, or saturated fat per serving.","Ragu Fresh &amp; Simple Smooth Pasta Sauce, Traditional Tomato Basil, 13.5-Ounce Pouches (Pack of 6)",0.0
